endpoint_id,method,full_path,api_version,module,handler,source_file,source_line,auth_required,roles,tenant_scope,client_scope,supplier_scope,request_type,accepts_files,side_effects,rate_limit,idempotent,risk,dast_priority,evidence_status,bola_bfla_status,consumer_status,used_by_frontend,used_by_mobile
EP-0075,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/authoritative-readiness,v3,authoritative_local,get_authoritative_aisle_readiness,backend/src/api/routes/v3/authoritative_aisle_finalization.py,56,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0076,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/benchmark/compare,v3,aisles,compare_aisle_benchmark_runs,backend/src/api/routes/v3/aisles.py,1999,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0077,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/benchmark/compare-many,v3,aisles,compare_many_aisle_benchmark_runs,backend/src/api/routes/v3/aisles.py,2034,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0078,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/benchmark/export,v3,aisles,export_aisle_benchmark,backend/src/api/routes/v3/aisles.py,2093,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0079,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions,v3,capture,create_capture_session,backend/src/api/routes/v3/capture_sessions.py,177,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0080,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/cancel,v3,capture,cancel_capture_session,backend/src/api/routes/v3/capture_sessions.py,253,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0081,PATCH,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/clock-offset,v3,capture,patch_capture_session_clock_offset,backend/src/api/routes/v3/capture_sessions.py,314,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0082,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/close,v3,capture,close_capture_session,backend/src/api/routes/v3/capture_sessions.py,214,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0083,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/items,v3,capture,upload_capture_session_staging_items,backend/src/api/routes/v3/capture_sessions.py,622,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0084,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/materialize,v3,capture,post_capture_session_materialize,backend/src/api/routes/v3/capture_sessions.py,364,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0085,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/capture-sessions/{session_id}/preview-assignment,v3,capture,post_capture_session_preview_assignment,backend/src/api/routes/v3/capture_sessions.py,342,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0086,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/code-scans,v3,code_scans,list_aisle_code_scans,backend/src/api/routes/v3/code_scans.py,145,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0087,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/code-scans/export,v3,code_scans,export_aisle_code_scans,backend/src/api/routes/v3/code_scans.py,255,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0088,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/code-scans/review-signals,v3,code_scans,get_aisle_code_scan_review_signals,backend/src/api/routes/v3/code_scans.py,205,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0089,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/code-scans/run,v3,code_scans,run_aisle_code_scan,backend/src/api/routes/v3/code_scans.py,97,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0090,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/code-scans/summary,v3,code_scans,summarize_aisle_code_scans,backend/src/api/routes/v3/code_scans.py,168,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0091,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/deactivate,v3,aisles,deactivate_aisle,backend/src/api/routes/v3/aisles.py,460,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0092,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/execution-log,v3,aisles,get_aisle_aggregated_execution_log,backend/src/api/routes/v3/aisles.py,764,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0093,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/execution-log.txt,v3,aisles,get_aisle_aggregated_execution_log_txt,backend/src/api/routes/v3/aisles.py,794,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0094,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/export,v3,aisles,export_aisle_results_csv,backend/src/api/routes/v3/aisles.py,1937,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,downloads_export,none_declared,True,CRITICAL,CRITICAL,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0095,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/finalize-authoritative,v3,authoritative_local,post_finalize_authoritative_aisle,backend/src/api/routes/v3/authoritative_aisle_finalization.py,169,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0096,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs,v3,jobs_processing,list_aisle_jobs,backend/src/api/routes/v3/aisles.py,736,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,True
EP-0097,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id},v3,jobs_processing,get_aisle_job_detail,backend/src/api/routes/v3/aisles.py,899,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0098,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/artifacts,v3,jobs_processing,list_job_artifacts,backend/src/api/routes/v3/aisles.py,1144,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0099,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/artifacts/{artifact_id},v3,jobs_processing,get_job_artifact_metadata,backend/src/api/routes/v3/aisles.py,1188,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0100,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/artifacts/{artifact_id}/download,v3,jobs_processing,download_job_artifact,backend/src/api/routes/v3/aisles.py,1212,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0101,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/artifacts/{artifact_id}/preview,v3,jobs_processing,preview_job_artifact,backend/src/api/routes/v3/aisles.py,1342,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0102,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/processing,v3,assets,list_asset_processing,backend/src/api/routes/v3/processing_observability.py,116,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0103,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/invalidate-result,v3,assets,invalidate_asset_result,backend/src/api/routes/v3/processing_observability.py,310,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|stores_files|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0104,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/processing-detail,v3,assets,get_asset_processing_detail,backend/src/api/routes/v3/processing_observability.py,170,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0105,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/processing-events,v3,assets,list_processing_events,backend/src/api/routes/v3/processing_observability.py,219,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0106,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/processing-events/export,v3,assets,export_processing_events,backend/src/api/routes/v3/processing_observability.py,413,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai|downloads_export,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0107,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/reprocess,v3,assets,reprocess_asset,backend/src/api/routes/v3/processing_observability.py,273,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|stores_files|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0108,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/retry-persistence,v3,assets,retry_asset_persistence,backend/src/api/routes/v3/processing_observability.py,343,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|stores_files|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0109,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/assets/{asset_id}/send-to-external,v3,assets,send_asset_to_external,backend/src/api/routes/v3/processing_observability.py,378,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,multipart,True,mutates_state|stores_files|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0110,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/auditability,v3,jobs_processing,get_job_run_auditability,backend/src/api/routes/v3/aisles.py,1085,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0111,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/cancel,v3,jobs_processing,cancel_aisle_job,backend/src/api/routes/v3/aisles.py,827,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0112,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/errors,v3,jobs_processing,get_job_errors,backend/src/api/routes/v3/aisles.py,1730,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0113,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/execution-log,v3,jobs_processing,get_job_execution_log,backend/src/api/routes/v3/aisles.py,971,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0114,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/execution-log.txt,v3,jobs_processing,get_job_execution_log_txt,backend/src/api/routes/v3/aisles.py,1010,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0115,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/execution-log/page,v3,jobs_processing,get_job_execution_log_page,backend/src/api/routes/v3/aisles.py,1491,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0116,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/hybrid-report,v3,jobs_processing,get_job_hybrid_report,backend/src/api/routes/v3/aisles.py,1053,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0117,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/image-results,v3,jobs_processing,list_job_image_results,backend/src/api/routes/v3/image_results.py,61,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0118,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/retry,v3,jobs_processing,retry_aisle_job,backend/src/api/routes/v3/aisles.py,867,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0119,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/retry-chain,v3,jobs_processing,get_job_retry_chain,backend/src/api/routes/v3/aisles.py,1439,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0120,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/timeline,v3,jobs_processing,get_job_timeline,backend/src/api/routes/v3/aisles.py,1604,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0121,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/jobs/{job_id}/traceability,v3,jobs_processing,get_job_traceability,backend/src/api/routes/v3/aisles.py,945,True,observability_capability,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0122,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/labels/batch-render,v3,aisles,batch_render_aisle_location_labels,backend/src/api/routes/v3/aisle_locations.py,526,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0123,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/locations,v3,aisle_locations,list_aisle_locations,backend/src/api/routes/v3/aisle_locations.py,120,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0124,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/locations,v3,aisle_locations,create_aisle_location,backend/src/api/routes/v3/aisle_locations.py,89,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0125,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/locations/{location_id},v3,aisle_locations,get_aisle_location,backend/src/api/routes/v3/aisle_locations.py,160,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,LOW,LOW,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0126,PATCH,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/locations/{location_id},v3,aisle_locations,update_aisle_location,backend/src/api/routes/v3/aisle_locations.py,190,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_NOT_USED,False,False
EP-0127,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/merge,v3,aisles,run_aisle_merge,backend/src/api/routes/v3/aisles.py,1850,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0128,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/merge-results,v3,aisles,get_aisle_merge_results,backend/src/api/routes/v3/aisles.py,1892,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0129,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/ordered-capture-sessions,v3,aisles,create_ordered_capture_session,backend/src/api/routes/v3/ordered_capture.py,39,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0130,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positioning-operational-view,v3,aisles,get_positioning_operational_view,backend/src/api/routes/v3/positioning_operational.py,45,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0131,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positioning-sequence,v3,aisles,get_positioning_sequence,backend/src/api/routes/v3/positioning_operational.py,73,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0132,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positioning-warnings,v3,aisles,get_positioning_warnings,backend/src/api/routes/v3/positioning_operational.py,111,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0133,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions,v3,positions,list_aisle_positions,backend/src/api/routes/v3/positions.py,336,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0134,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/by-position,v3,positions,list_aisle_positions_by_position,backend/src/api/routes/v3/positions.py,439,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0135,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/merge,v3,positions,confirm_merge_positions,backend/src/api/routes/v3/positions.py,784,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_NOT_USED,False,False
EP-0136,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/merge/preview,v3,positions,preview_merge_positions,backend/src/api/routes/v3/positions.py,757,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|import_workflow,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,True,False
EP-0137,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/{position_id},v3,positions,get_position_detail,backend/src/api/routes/v3/positions.py,627,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0138,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/{position_id}/code-scan-evidence,v3,positions,get_position_code_scan_evidence,backend/src/api/routes/v3/positions.py,673,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0139,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/positions/{position_id}/reviews,v3,positions,submit_review_action,backend/src/api/routes/v3/reviews.py,114,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0140,PUT,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/preliminary-detections/{draft_id},v3,preliminary,upsert_preliminary_detection,backend/src/api/routes/v3/preliminary_detections.py,38,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state,none_declared,UNKNOWN,MEDIUM,MEDIUM,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0141,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/preliminary-reconciliations,v3,preliminary,list_preliminary_reconciliations,backend/src/api/routes/v3/preliminary_reconciliations.py,119,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,read_only,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,False
EP-0142,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/process,v3,jobs_processing,start_aisle_processing,backend/src/api/routes/v3/aisles.py,575,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,False
EP-0143,GET,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/processing-state,v3,jobs_processing,get_aisle_processing_state,backend/src/api/routes/v3/aisles.py,650,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,none_or_query,False,starts_processing|may_consume_ai,none_declared,True,HIGH,HIGH,VERIFIED,POTENTIAL_BOLA,REGISTERED_AND_USED,False,True
EP-0144,POST,/api/v3/inventories/{inventory_id}/aisles/{aisle_id}/processing/recover,v3,jobs_processing,recover_aisle_processing,backend/src/api/routes/v3/aisles.py,686,True,platform_admin|company_admin,jwt_client_id_optional,policy_or_none,n/a,json,False,mutates_state|starts_processing|may_consume_ai,none_declared,UNKNOWN,HIGH,HIGH,VERIFIED,CONTROL_VERIFIED,REGISTERED_AND_USED,False,True
